RegionID,B,G,R,hex_color
2157,80,80,80,#505050
2158,80,80,112,#705050
2159,48,48,80,#503030
2160,80,80,80,#505050
2161,80,80,48,#305050
2162,80,80,80,#505050
2163,112,112,112,#707070
2164,112,144,144,#909070
2165,112,144,144,#909070
2166,80,80,80,#505050
2167,144,176,176,#b0b090
2168,112,144,176,#b09070
2169,80,80,112,#705050
2170,144,144,144,#909090
2171,240,240,240,#f0f0f0
2172,240,240,240,#f0f0f0
2173,48,48,48,#303030
2174,80,80,112,#705050
2175,240,240,240,#f0f0f0
2176,240,240,240,#f0f0f0
2177,112,144,112,#709070
2178,80,112,112,#707050
2179,80,80,112,#705050
2180,112,144,144,#909070
2181,144,144,144,#909090
2182,80,80,80,#505050
2183,80,80,112,#705050
2184,48,48,48,#303030
2185,112,112,112,#707070
2186,48,80,112,#705030
2187,80,112,112,#707050
2188,80,80,80,#505050
2189,80,80,112,#705050
2190,112,112,112,#707070
2191,112,144,176,#b09070
2192,80,80,112,#705050
2193,144,144,144,#909090
2194,48,48,48,#303030
2195,112,112,144,#907070
2196,80,80,80,#505050
2197,80,112,112,#707050
2198,112,112,144,#907070
2199,48,48,80,#503030
2200,112,112,112,#707070
2201,112,112,144,#907070
2202,80,80,80,#505050
2203,80,80,80,#505050
2204,112,112,112,#707070
2205,80,80,80,#505050
2206,112,144,144,#909070
2207,112,112,144,#907070
2208,144,176,176,#b0b090
2209,112,144,144,#909070
2210,80,80,80,#505050
2211,176,176,208,#d0b0b0
2212,80,112,112,#707050
2213,80,80,112,#705050
2214,80,80,80,#505050
2215,112,112,112,#707070
2216,48,48,48,#303030
2217,80,80,80,#505050
2218,80,112,112,#707050
2219,80,80,80,#505050
2220,48,80,48,#305030
2221,144,144,176,#b09090
2222,112,112,144,#907070
2223,112,144,176,#b09070
2224,240,240,240,#f0f0f0
2225,80,80,112,#705050
2226,48,48,48,#303030
2227,144,144,144,#909090
2228,208,240,208,#d0f0d0
2229,80,80,112,#705050
2230,80,112,144,#907050
2231,80,80,112,#705050
2232,80,112,112,#707050
2233,112,144,144,#909070
2234,80,80,80,#505050
2235,144,240,208,#d0f090
2236,80,112,144,#907050
2237,80,80,112,#705050
2238,48,48,80,#503030
2239,112,112,112,#707070
2240,144,144,144,#909090
2241,80,48,80,#503050
2242,176,208,208,#d0d0b0
2243,80,80,112,#705050
2244,48,48,48,#303030
2245,112,144,144,#909070
2246,80,112,112,#707050
2247,176,176,176,#b0b0b0
2248,112,144,144,#909070
2249,80,112,112,#707050
2250,80,80,80,#505050
2251,80,80,80,#505050
2252,48,80,80,#505030
2253,48,48,80,#503030
2254,112,176,144,#90b070
2255,80,80,80,#505050
2256,48,48,48,#303030
2257,48,48,80,#503030
2258,80,112,112,#707050
2259,80,80,80,#505050
2260,80,80,80,#505050
2261,80,80,112,#705050
2262,112,112,112,#707070
2263,48,80,80,#505030
2264,80,112,112,#707050
2265,112,112,112,#707070
2266,80,80,112,#705050
2267,112,144,144,#909070
2268,112,112,112,#707070
2269,112,112,144,#907070
2270,80,112,80,#507050
2271,144,144,144,#909090
2272,112,112,112,#707070
2273,80,80,80,#505050
2274,80,80,112,#705050
2275,80,112,144,#907050
2276,112,144,144,#909070
2277,48,48,48,#303030
2278,80,80,112,#705050
2279,112,144,176,#b09070
2280,112,144,144,#909070
2281,112,144,144,#909070
2282,144,144,144,#909090
2283,48,48,48,#303030
2284,176,208,208,#d0d0b0
2285,80,112,112,#707050
2286,176,208,208,#d0d0b0
2287,176,176,176,#b0b0b0
2288,112,112,112,#707070
2289,80,80,112,#705050
2290,48,48,80,#503030
2291,80,112,80,#507050
2292,80,80,112,#705050
2293,48,48,48,#303030
2294,80,80,80,#505050
2295,80,80,112,#705050
2296,80,80,80,#505050
2297,80,80,80,#505050
2298,144,176,176,#b0b090
2299,144,176,176,#b0b090
2300,112,112,144,#907070
2301,80,80,80,#505050
2302,80,112,144,#907050
2303,80,80,80,#505050
2304,80,80,112,#705050
2305,80,112,112,#707050
2306,48,48,80,#503030
2307,80,112,112,#707050
2308,48,80,48,#305030
2309,144,144,144,#909090
2310,144,144,144,#909090
2311,176,240,208,#d0f0b0
2312,144,144,144,#909090
2313,112,112,112,#707070
2314,144,144,176,#b09090
2315,208,240,240,#f0f0d0
2316,80,112,144,#907050
2317,112,144,144,#909070
2318,48,48,80,#503030
2319,144,144,144,#909090
2320,48,48,48,#303030
2321,112,144,144,#909070
2322,80,112,144,#907050
2323,48,80,80,#505030
2324,80,80,80,#505050
2325,48,48,80,#503030
2326,112,144,144,#909070
2327,48,80,80,#505030
2328,144,144,144,#909090
2329,48,48,80,#503030
2330,48,48,48,#303030
2331,112,144,144,#909070
2332,80,80,112,#705050
2333,80,80,112,#705050
2334,112,112,112,#707070
2335,80,80,112,#705050
2336,80,112,112,#707050
2337,208,208,208,#d0d0d0
2338,48,48,48,#303030
2339,80,112,144,#907050
2340,48,48,48,#303030
2341,176,176,176,#b0b0b0
2342,48,80,80,#505030
2343,80,80,80,#505050
2344,80,80,80,#505050
2345,80,80,112,#705050
2346,112,112,112,#707070
2347,80,80,112,#705050
2348,80,80,80,#505050
2349,80,80,112,#705050
2350,80,112,112,#707050
2351,80,80,80,#505050
2352,80,144,144,#909050
2353,80,80,112,#705050
2354,144,144,176,#b09090
2355,112,144,144,#909070
2356,80,80,80,#505050
2357,112,112,144,#907070
2358,240,240,240,#f0f0f0
2359,48,48,48,#303030
2360,80,80,80,#505050
2361,80,112,144,#907050
2362,112,112,144,#907070
2363,80,112,144,#907050
2364,80,80,112,#705050
2365,48,48,48,#303030
2366,112,112,144,#907070
2367,80,112,112,#707050
2368,80,80,112,#705050
2369,80,80,80,#505050
2370,112,112,144,#907070
2371,112,112,112,#707070
2372,176,176,176,#b0b0b0
2373,80,80,80,#505050
2374,112,144,144,#909070
2375,48,48,48,#303030
2376,80,112,80,#507050
2377,80,80,80,#505050
2378,80,80,112,#705050
2379,80,80,80,#505050
2380,176,176,176,#b0b0b0
2381,80,112,112,#707050
2382,176,208,208,#d0d0b0
2383,80,112,112,#707050
2384,48,80,80,#505030
2385,112,112,144,#907070
2386,48,48,48,#303030
2387,80,80,112,#705050
2388,112,112,112,#707070
2389,112,112,112,#707070
2390,80,48,48,#303050
2391,48,80,80,#505030
2392,48,80,80,#505030
2393,80,80,112,#705050
2394,80,80,112,#705050
2395,112,112,176,#b07070
2396,80,80,80,#505050
2397,80,80,80,#505050
2398,112,112,112,#707070
2399,144,176,208,#d0b090
2400,112,112,112,#707070
2401,80,80,112,#705050
2402,144,144,176,#b09090
2403,112,112,144,#907070
2404,48,48,48,#303030
2405,80,80,80,#505050
2406,112,112,112,#707070
2407,112,112,112,#707070
2408,48,48,48,#303030
2409,80,80,80,#505050
2410,144,176,176,#b0b090
2411,144,176,176,#b0b090
2412,48,48,80,#503030
2413,80,80,80,#505050
2414,208,208,208,#d0d0d0
2415,112,112,144,#907070
2416,112,112,144,#907070
2417,80,112,112,#707050
2418,144,144,144,#909090
2419,112,144,144,#909070
2420,80,80,112,#705050
2421,208,240,240,#f0f0d0
2422,176,208,208,#d0d0b0
2423,80,80,112,#705050
2424,80,112,80,#507050
2425,144,144,144,#909090
2426,112,112,144,#907070
2427,80,80,112,#705050
2428,144,144,144,#909090
2429,80,80,80,#505050
2430,80,112,144,#907050
2431,48,48,80,#503030
2432,144,144,144,#909090
2433,144,144,144,#909090
2434,80,80,112,#705050
2435,112,112,112,#707070
2436,112,112,144,#907070
2437,80,80,144,#905050
2438,48,48,48,#303030
2439,80,80,80,#505050
2440,176,176,208,#d0b0b0
2441,80,112,144,#907050
2442,80,48,48,#303050
2443,80,80,80,#505050
2444,48,48,80,#503030
2445,144,144,144,#909090
2446,176,176,176,#b0b0b0
2447,80,80,80,#505050
2448,80,80,80,#505050
2449,80,80,80,#505050
2450,144,176,176,#b0b090
2451,112,112,112,#707070
2452,112,112,112,#707070
2453,80,112,144,#907050
2454,80,80,80,#505050
2455,112,112,112,#707070
2456,112,112,144,#907070
2457,112,112,112,#707070
2458,48,48,48,#303030
2459,80,80,80,#505050
2460,80,80,80,#505050
2461,112,112,112,#707070
2462,48,80,80,#505030
2463,112,112,112,#707070
2464,80,80,80,#505050
2465,48,48,48,#303030
2466,48,48,80,#503030
2467,80,48,48,#303050
2468,80,112,112,#707050
2469,80,80,112,#705050
2470,80,80,112,#705050
2471,144,144,144,#909090
2472,80,80,80,#505050
2473,48,48,48,#303030
2474,80,80,80,#505050
2475,80,112,144,#907050
2476,80,80,80,#505050
2477,112,112,144,#907070
2478,48,48,48,#303030
2479,80,80,80,#505050
2480,112,144,176,#b09070
2481,48,48,48,#303030
2482,144,144,144,#909090
2483,80,80,112,#705050
2484,112,112,144,#907070
2485,48,16,16,#101030
2486,80,80,112,#705050
2487,144,144,144,#909090
2488,48,80,80,#505030
2489,48,48,48,#303030
2490,144,144,176,#b09090
2491,80,80,80,#505050
2492,144,144,144,#909090
2493,112,112,112,#707070
2494,80,80,80,#505050
2495,80,80,112,#705050
2496,112,112,112,#707070
2497,48,80,80,#505030
2498,80,80,112,#705050
2499,176,176,208,#d0b0b0
2500,80,80,112,#705050
2501,208,240,240,#f0f0d0
2502,112,112,112,#707070
2503,80,80,80,#505050
2504,112,112,112,#707070
2505,48,48,48,#303030
2506,112,112,112,#707070
2507,176,176,176,#b0b0b0
2508,144,144,144,#909090
2509,112,112,112,#707070
2510,144,144,144,#909090
2511,176,176,176,#b0b0b0
2512,48,48,80,#503030
2513,208,240,240,#f0f0d0
2514,80,112,144,#907050
2515,48,80,80,#505030
2516,144,176,176,#b0b090
2517,176,176,176,#b0b0b0
2518,144,144,144,#909090
2519,144,144,144,#909090
2520,48,48,80,#503030
2521,112,112,112,#707070
2522,112,112,112,#707070
2523,80,80,80,#505050
2524,80,80,80,#505050
2525,80,80,112,#705050
2526,48,48,80,#503030
2527,80,112,112,#707050
2528,48,48,48,#303030
2529,80,80,80,#505050
2530,80,80,80,#505050
2531,80,80,80,#505050
2532,48,48,48,#303030
2533,80,80,80,#505050
2534,48,80,80,#505030
2535,80,80,80,#505050
2536,80,80,80,#505050
2537,144,144,176,#b09090
2538,80,80,112,#705050
2539,112,112,144,#907070
2540,80,80,80,#505050
2541,112,144,144,#909070
2542,48,48,48,#303030
2543,80,80,112,#705050
2544,48,48,48,#303030
2545,112,112,112,#707070
2546,208,208,208,#d0d0d0
2547,48,48,48,#303030
2548,112,112,112,#707070
2549,80,80,80,#505050
2550,48,48,48,#303030
2551,112,112,112,#707070
2552,80,112,112,#707050
2553,48,48,48,#303030
2554,48,48,48,#303030
2555,80,80,80,#505050
2556,112,144,176,#b09070
2557,144,144,144,#909090
2558,80,80,80,#505050
2559,80,80,80,#505050
2560,144,176,208,#d0b090
2561,80,80,80,#505050
2562,112,112,112,#707070
2563,144,176,208,#d0b090
2564,80,80,80,#505050
2565,112,112,144,#907070
2566,144,144,144,#909090
2567,48,48,48,#303030
2568,112,144,176,#b09070
2569,48,48,48,#303030
2570,48,48,48,#303030
2571,48,80,80,#505030
2572,48,48,48,#303030
2573,80,112,112,#707050
2574,48,80,80,#505030
2575,80,80,80,#505050
2576,48,80,80,#505030
2577,48,48,48,#303030
2578,80,80,112,#705050
2579,48,48,48,#303030
2580,144,176,240,#f0b090
2581,48,48,48,#303030
2582,48,48,48,#303030
2583,80,80,112,#705050
2584,48,48,48,#303030
2585,48,48,48,#303030
2586,48,48,48,#303030
2587,80,80,112,#705050
2588,112,112,112,#707070
2589,48,48,48,#303030
2590,80,80,80,#505050
2591,80,48,48,#303050
2592,144,176,208,#d0b090
2593,144,144,144,#909090
2594,112,112,112,#707070
2595,112,112,112,#707070
2596,144,208,240,#f0d090
2597,48,48,48,#303030
2598,48,80,80,#505030
2599,112,112,112,#707070
2600,48,48,80,#503030
2601,80,80,80,#505050
2602,48,48,48,#303030
2603,80,80,80,#505050
2604,80,80,80,#505050
2605,144,176,208,#d0b090
2606,80,80,80,#505050
2607,80,80,80,#505050
2608,80,80,112,#705050
2609,48,48,16,#103030
2610,144,144,176,#b09090
2611,80,80,80,#505050
2612,48,48,48,#303030
2613,80,80,80,#505050
2614,80,80,80,#505050
2615,112,144,144,#909070
2616,112,112,112,#707070
2617,112,112,144,#907070
2618,48,48,16,#103030
2619,48,48,48,#303030
2620,112,176,208,#d0b070
2621,48,48,48,#303030
2622,112,144,176,#b09070
2623,112,144,176,#b09070
2624,112,144,144,#909070
2625,80,80,80,#505050
2626,144,176,176,#b0b090
2627,80,80,112,#705050
2628,144,176,208,#d0b090
2629,48,48,48,#303030
2630,80,112,112,#707050
2631,80,112,144,#907050
2632,80,80,112,#705050
2633,48,48,80,#503030
2634,144,176,208,#d0b090
2635,144,176,208,#d0b090
2636,80,80,80,#505050
2637,112,112,112,#707070
2638,80,112,112,#707050
2639,48,48,48,#303030
2640,80,80,80,#505050
2641,112,112,144,#907070
2642,80,80,112,#705050
2643,80,80,112,#705050
2644,48,80,80,#505030
2645,48,48,48,#303030
2646,80,112,112,#707050
2647,80,80,80,#505050
2648,112,112,176,#b07070
2649,48,48,48,#303030
2650,48,48,48,#303030
2651,48,48,48,#303030
2652,112,112,112,#707070
2653,80,80,112,#705050
2654,48,48,48,#303030
2655,144,176,176,#b0b090
2656,48,48,48,#303030
2657,80,48,48,#303050
2658,48,48,48,#303030
2659,48,48,80,#503030
2660,80,80,112,#705050
2661,80,80,112,#705050
2662,80,80,80,#505050
2663,80,112,112,#707050
2664,80,80,112,#705050
2665,48,48,80,#503030
2666,80,80,80,#505050
2667,48,48,48,#303030
2668,48,48,48,#303030
2669,80,80,80,#505050
2670,144,176,240,#f0b090
2671,80,80,80,#505050
2672,80,48,48,#303050
2673,48,48,80,#503030
2674,80,80,80,#505050
2675,48,48,48,#303030
2676,80,80,144,#905050
2677,48,48,48,#303030
2678,80,112,176,#b07050
2679,80,112,144,#907050
2680,80,80,112,#705050
2681,80,80,112,#705050
2682,48,48,48,#303030
2683,112,144,176,#b09070
2684,80,112,112,#707050
2685,48,48,48,#303030
2686,80,80,80,#505050
2687,112,144,176,#b09070
2688,80,80,80,#505050
2689,48,48,80,#503030
2690,48,48,48,#303030
2691,48,48,48,#303030
2692,48,80,80,#505030
2693,48,48,48,#303030
2694,176,176,208,#d0b0b0
2695,144,144,176,#b09090
2696,48,48,48,#303030
2697,144,144,176,#b09090
2698,176,176,208,#d0b0b0
2699,48,48,80,#503030
2700,80,80,80,#505050
2701,48,48,48,#303030
2702,112,112,144,#907070
2703,80,80,80,#505050
2704,144,176,176,#b0b090
2705,144,176,208,#d0b090
2706,80,80,80,#505050
2707,80,112,144,#907050
2708,80,80,112,#705050
2709,80,112,144,#907050
2710,80,80,80,#505050
2711,48,48,80,#503030
2712,80,80,112,#705050
2713,80,80,80,#505050
2714,80,80,80,#505050
2715,80,80,80,#505050
2716,80,80,112,#705050
2717,48,48,48,#303030
2718,112,112,144,#907070
2719,48,48,48,#303030
2720,80,112,112,#707050
2721,80,80,112,#705050
2722,48,48,16,#103030
2723,80,80,80,#505050
2724,48,48,48,#303030
2725,80,80,80,#505050
2726,80,48,48,#303050
2727,48,48,80,#503030
2728,48,80,80,#505030
2729,112,144,176,#b09070
2730,48,48,48,#303030
2731,48,48,48,#303030
2732,48,48,80,#503030
2733,48,48,80,#503030
2734,48,48,80,#503030
2735,48,48,80,#503030
2736,144,144,176,#b09090
2737,48,48,80,#503030
2738,80,80,80,#505050
2739,48,48,80,#503030
2740,48,48,48,#303030
2741,80,80,112,#705050
2742,80,80,112,#705050
2743,48,48,48,#303030
2744,48,48,80,#503030
2745,80,80,80,#505050
2746,48,48,48,#303030
2747,48,48,80,#503030
2748,48,48,48,#303030
2749,48,48,48,#303030
2750,80,112,112,#707050
2751,48,48,48,#303030
2752,48,48,80,#503030
2753,80,80,112,#705050
2754,80,80,112,#705050
2755,48,48,48,#303030
2756,80,112,176,#b07050
2757,48,48,16,#103030
2758,80,80,80,#505050
2759,48,80,80,#505030
2760,48,48,48,#303030
2761,80,112,112,#707050
2762,48,48,48,#303030
2763,48,48,48,#303030
2764,112,112,144,#907070
2765,80,112,112,#707050
2766,80,80,144,#905050
2767,80,80,112,#705050
2768,48,48,48,#303030
2769,48,48,48,#303030
2770,80,80,80,#505050
2771,80,80,144,#905050
2772,48,48,80,#503030
2773,80,80,80,#505050
2774,80,80,80,#505050
2775,144,144,176,#b09090
2776,80,80,80,#505050
2777,144,176,176,#b0b090
2778,80,112,144,#907050
2779,112,144,144,#909070
2780,48,80,80,#505030
2781,144,144,176,#b09090
2782,144,176,176,#b0b090
2783,48,48,48,#303030
2784,144,144,176,#b09090
2785,48,48,48,#303030
2786,80,80,80,#505050
2787,80,80,80,#505050
2788,80,80,80,#505050
2789,48,48,16,#103030
2790,80,80,80,#505050
2791,112,112,112,#707070
2792,48,48,48,#303030
2793,48,48,48,#303030
2794,48,48,48,#303030
2795,48,48,48,#303030
2796,80,80,80,#505050
2797,112,144,144,#909070
2798,80,80,80,#505050
2799,48,48,48,#303030
2800,80,80,80,#505050
2801,80,80,80,#505050
2802,48,48,48,#303030
2803,80,48,80,#503050
2804,80,80,112,#705050
2805,80,80,80,#505050
2806,80,80,112,#705050
2807,144,176,176,#b0b090
2808,80,80,80,#505050
2809,80,80,112,#705050
2810,80,80,80,#505050
2811,112,112,112,#707070
2812,80,80,80,#505050
2813,80,80,112,#705050
2814,80,80,80,#505050
2815,80,80,112,#705050
2816,80,80,80,#505050
2817,80,80,80,#505050
2818,80,80,80,#505050
2819,48,48,48,#303030
2820,80,80,112,#705050
2821,48,48,48,#303030
2822,80,80,112,#705050
2823,80,80,112,#705050
2824,48,48,48,#303030
2825,80,80,80,#505050
2826,48,48,48,#303030
2827,80,112,112,#707050
2828,80,80,80,#505050
2829,48,48,48,#303030
2830,80,80,112,#705050
2831,48,48,80,#503030
2832,80,80,80,#505050
2833,112,112,144,#907070
2834,144,144,176,#b09090
2835,48,48,48,#303030
2836,112,112,144,#907070
2837,80,80,112,#705050
2838,112,112,144,#907070
2839,80,112,112,#707050
2840,80,80,80,#505050
2841,112,112,112,#707070
2842,112,112,112,#707070
2843,112,112,144,#907070
2844,48,48,48,#303030
2845,80,112,112,#707050
2846,112,112,144,#907070
2847,48,48,48,#303030
2848,80,80,112,#705050
2849,48,48,48,#303030
2850,80,80,112,#705050
2851,48,48,48,#303030
2852,48,48,48,#303030
2853,48,48,16,#103030
2854,48,80,80,#505030
2855,48,48,48,#303030
2856,80,80,80,#505050
2857,48,48,48,#303030
2858,80,80,80,#505050
2859,80,80,112,#705050
2860,80,80,80,#505050
2861,48,48,80,#503030
2862,80,112,112,#707050
2863,80,80,112,#705050
2864,112,112,144,#907070
2865,112,112,112,#707070
2866,80,80,80,#505050
2867,48,48,48,#303030
2868,112,112,112,#707070
2869,80,80,80,#505050
2870,80,80,48,#305050
2871,80,80,112,#705050
2872,112,112,144,#907070
2873,80,80,80,#505050
2874,80,80,80,#505050
2875,48,48,48,#303030
2876,80,80,80,#505050
2877,80,80,80,#505050
2878,80,80,80,#505050
2879,48,48,48,#303030
2880,48,48,48,#303030
2881,48,48,48,#303030
2882,80,80,80,#505050
2883,48,48,48,#303030
2884,80,80,80,#505050
2885,112,112,112,#707070
2886,80,80,80,#505050
2887,80,80,112,#705050
2888,80,80,112,#705050
2889,112,112,112,#707070
2890,80,80,80,#505050
2891,112,112,144,#907070
2892,80,80,112,#705050
2893,80,80,80,#505050
2894,80,80,80,#505050
2895,48,48,48,#303030
2896,80,112,112,#707050
2897,112,112,112,#707070
2898,112,112,112,#707070
2899,80,48,80,#503050
2900,80,80,80,#505050
2901,80,80,112,#705050
2902,80,80,48,#305050
2903,112,112,144,#907070
2904,48,48,80,#503030
2905,48,48,48,#303030
2906,80,80,80,#505050
2907,80,80,80,#505050
2908,48,48,48,#303030
2909,48,48,48,#303030
2910,80,80,80,#505050
2911,48,48,80,#503030
2912,80,80,112,#705050
2913,48,48,48,#303030
2914,48,48,48,#303030
2915,48,48,48,#303030
2916,48,48,48,#303030
2917,48,48,48,#303030
2918,48,48,48,#303030
2919,48,48,48,#303030
2920,48,48,48,#303030
2921,48,48,48,#303030
2922,48,48,48,#303030
2923,48,48,48,#303030
2924,48,48,48,#303030
2925,48,48,16,#103030
2926,48,48,48,#303030
2927,48,48,80,#503030
2928,48,48,48,#303030
2929,48,48,48,#303030
2930,48,48,16,#103030
2931,112,112,112,#707070
2932,48,48,80,#503030
2933,48,48,48,#303030
2934,80,80,112,#705050
2935,80,80,80,#505050
2936,48,48,48,#303030
2937,48,80,80,#505030
2938,80,80,80,#505050
2939,80,80,80,#505050
2940,48,48,48,#303030
2941,80,80,112,#705050
2942,48,48,48,#303030
2943,48,48,48,#303030
2944,80,80,80,#505050
2945,48,80,80,#505030
2946,48,48,48,#303030
2947,80,80,80,#505050
2948,48,48,48,#303030
2949,48,48,48,#303030
2950,48,48,48,#303030
2951,48,48,48,#303030
2952,48,48,48,#303030
2953,48,48,48,#303030
2954,48,48,48,#303030
2955,48,48,16,#103030
2956,48,48,48,#303030
2957,48,48,48,#303030
2958,48,48,48,#303030
2959,48,48,48,#303030
2960,80,80,80,#505050
2961,80,80,80,#505050
2962,80,80,80,#505050
2963,48,48,48,#303030
2964,80,80,80,#505050
2965,48,48,48,#303030
2966,80,80,80,#505050
2967,80,80,80,#505050
2968,48,48,16,#103030
2969,48,48,48,#303030
2970,48,48,48,#303030
2971,80,80,80,#505050
2972,80,80,80,#505050
2973,48,48,48,#303030
2974,80,80,112,#705050
2975,48,48,16,#103030
2976,48,48,48,#303030
2977,48,80,80,#505030
2978,48,48,48,#303030
2979,112,112,112,#707070
2980,80,80,80,#505050
2981,80,80,80,#505050
2982,48,48,48,#303030
2983,48,48,48,#303030
2984,48,48,16,#103030
2985,80,80,80,#505050
2986,48,48,48,#303030
2987,80,80,80,#505050
2988,80,80,80,#505050
2989,112,112,112,#707070
2990,48,48,48,#303030
2991,112,112,112,#707070
2992,48,48,48,#303030
2993,48,48,48,#303030
2994,80,80,80,#505050
2995,48,48,16,#103030
2996,80,80,80,#505050
2997,80,80,80,#505050
2998,80,80,80,#505050
2999,48,48,48,#303030
3000,48,48,48,#303030
3001,112,144,144,#909070
3002,208,240,240,#f0f0d0
3003,48,48,48,#303030
3004,48,48,16,#103030
3005,208,240,240,#f0f0d0
3006,48,48,48,#303030
3007,240,240,240,#f0f0f0
3008,176,208,208,#d0d0b0
3009,208,240,240,#f0f0d0
3010,144,144,176,#b09090
3011,48,48,16,#103030
3012,144,144,144,#909090
3013,240,240,240,#f0f0f0
3014,208,240,240,#f0f0d0
3015,208,208,240,#f0d0d0
3016,176,176,176,#b0b0b0
3017,240,240,240,#f0f0f0
3018,176,176,176,#b0b0b0
3019,208,240,240,#f0f0d0
3020,48,48,48,#303030
3021,240,240,240,#f0f0f0
3022,144,144,144,#909090
3023,80,80,112,#705050
3024,208,240,240,#f0f0d0
3025,48,48,48,#303030
3026,48,48,48,#303030
3027,48,48,48,#303030
3028,240,240,240,#f0f0f0
3029,48,48,48,#303030
3030,80,80,80,#505050
3031,48,48,48,#303030
3032,48,48,48,#303030
3033,48,48,48,#303030
3034,48,48,48,#303030
3035,48,48,48,#303030
3036,48,16,16,#101030
3037,112,112,112,#707070
3038,80,80,80,#505050
3039,80,80,112,#705050
3040,80,80,80,#505050
3041,80,80,80,#505050
3042,112,112,112,#707070
3043,80,80,112,#705050
3044,80,80,48,#305050
3045,48,16,16,#101030
3046,48,48,48,#303030
3047,48,48,48,#303030
3048,80,80,80,#505050
3049,48,48,48,#303030
3050,48,48,80,#503030
3051,48,48,48,#303030
3052,80,80,80,#505050
3053,80,80,80,#505050
3054,80,80,80,#505050
3055,80,80,80,#505050
3056,80,80,80,#505050
3057,48,48,48,#303030
3058,48,48,48,#303030
3059,48,48,48,#303030
3060,80,80,112,#705050
3061,48,48,48,#303030
3062,112,112,112,#707070
3063,48,80,48,#305030
3064,112,112,112,#707070
3065,80,80,80,#505050
3066,80,80,112,#705050
3067,80,80,80,#505050
3068,80,80,80,#505050
3069,80,112,112,#707050
3070,80,80,80,#505050
3071,80,80,80,#505050
3072,48,16,16,#101030
3073,80,80,80,#505050
3074,80,80,80,#505050
3075,48,48,48,#303030
3076,80,80,80,#505050
3077,16,16,16,#101010
3078,48,48,48,#303030
3079,48,48,16,#103030
3080,80,80,80,#505050
3081,48,16,48,#301030
3082,80,80,80,#505050
3083,48,80,48,#305030
3084,80,112,112,#707050
3085,80,80,112,#705050
3086,112,112,112,#707070
3087,48,48,48,#303030
3088,80,80,80,#505050
3089,112,112,112,#707070
3090,80,112,112,#707050
3091,80,112,112,#707050
3092,80,80,112,#705050
3093,80,80,80,#505050
3094,80,80,112,#705050
3095,208,208,208,#d0d0d0
3096,144,176,176,#b0b090
3097,80,112,112,#707050
3098,48,48,48,#303030
3099,48,48,48,#303030
3100,112,112,112,#707070
3101,80,80,80,#505050
3102,48,48,48,#303030
3103,48,80,80,#505030
3104,48,48,48,#303030
3105,80,80,80,#505050
3106,112,112,112,#707070
3107,48,48,48,#303030
3108,80,80,80,#505050
3109,48,48,48,#303030
3110,48,48,48,#303030
3111,48,48,80,#503030
3112,80,80,112,#705050
3113,80,80,80,#505050
3114,112,112,112,#707070
3115,80,80,80,#505050
3116,48,48,48,#303030
3117,48,48,48,#303030
3118,48,48,48,#303030
3119,144,144,176,#b09090
3120,80,112,112,#707050
3121,48,48,48,#303030
3122,48,80,80,#505030
3123,80,48,48,#303050
3124,112,112,144,#907070
3125,208,240,240,#f0f0d0
3126,48,48,48,#303030
3127,48,48,48,#303030
3128,112,112,112,#707070
3129,112,112,112,#707070
3130,176,208,208,#d0d0b0
3131,48,48,48,#303030
3132,112,112,112,#707070
3133,112,112,112,#707070
3134,80,80,80,#505050
3135,48,48,80,#503030
3136,144,144,144,#909090
3137,48,48,48,#303030
3138,48,48,48,#303030
3139,48,48,48,#303030
3140,48,48,48,#303030
3141,48,48,48,#303030
3142,80,80,80,#505050
3143,48,48,48,#303030
3144,80,80,80,#505050
3145,112,112,112,#707070
3146,80,80,80,#505050
3147,80,80,80,#505050
3148,112,112,112,#707070
3149,112,144,144,#909070
3150,48,48,48,#303030
3151,144,144,176,#b09090
3152,144,144,144,#909090
3153,112,112,112,#707070
3154,48,48,80,#503030
3155,80,80,80,#505050
3156,112,112,112,#707070
3157,48,48,48,#303030
3158,80,112,112,#707050
3159,80,80,80,#505050
3160,80,80,80,#505050
3161,80,112,144,#907050
3162,112,112,112,#707070
3163,112,112,112,#707070
3164,80,80,80,#505050
3165,112,112,112,#707070
3166,112,112,112,#707070
3167,144,144,144,#909090
3168,80,80,80,#505050
3169,176,208,208,#d0d0b0
3170,80,80,80,#505050
3171,80,80,112,#705050
3172,112,112,112,#707070
3173,80,80,80,#505050
3174,80,80,80,#505050
3175,48,48,48,#303030
3176,80,80,80,#505050
3177,80,80,80,#505050
3178,48,48,48,#303030
3179,80,80,80,#505050
3180,48,48,80,#503030
3181,112,112,112,#707070
3182,80,80,112,#705050
3183,80,80,112,#705050
3184,48,48,48,#303030
3185,80,80,80,#505050
3186,80,80,80,#505050
3187,80,80,112,#705050
3188,112,112,112,#707070
3189,48,48,48,#303030
3190,48,48,48,#303030
3191,112,112,112,#707070
3192,144,144,144,#909090
3193,80,80,80,#505050
3194,80,80,80,#505050
3195,112,112,112,#707070
3196,80,80,80,#505050
3197,80,80,80,#505050
3198,112,112,144,#907070
3199,80,112,112,#707050
3200,112,112,112,#707070
3201,208,208,208,#d0d0d0
3202,48,48,48,#303030
3203,80,80,80,#505050
3204,80,80,80,#505050
3205,80,80,112,#705050
3206,208,208,208,#d0d0d0
3207,112,112,112,#707070
